"As an Applicant, I want to Request PreApplication Assistance, so that I can receive a response to a request for a meeting or information that is a result of the preapplication assistance.",Functional
"As a Customer, I want to Create a Customer Portal User Account, so that I can log on to the Customer Portal and perform transactions that first require user authentication.",Functional
"As an Applicant, I want to Submit Application, so that I can provide my information, plans and/or documents to initiate a transaction with the County.",Functional
"As an Applicant, I want to Submit Supporting Documentation, so that I can satisfy documentation requirements for my application.",Functional
"As an Applicant, I want to Pay Fee, so that I can satisfy outstanding charge associated with the service requested or received from the County.",Functional
"As an Applicant, I want to Check the Status of a transaction, so that I can understand where the provisioning of my service is in the process, such as information related to service levels, fees, plan review, permit, or inspection results.",Usability
"As an Applicant, I want to Modify my Application, so that I can successfully change information on an application.",Functional
"As a Staff member, I want to Perform a Completeness Review, so that I can validate when an application is complete and eligible for further technical review.",Functional
"As a Staff member, I want to Record an Internal Note, so that I can share information with other Staff collaborating on the record.",Functional
"As a Staff member, I want to Assign an Application for Detailed Review, so that I can review the for compliance and subsequently approved or denied.",Functional
"As a Staff member, I want to Apply a Hold, so that I can prevent progression through the workflow or other actions in the system until the issue is resolved.",Functional
"As a Staff member, I want to Remove a Hold, so that I can allow progression through the workflow or other actions in the system now that the issue has been resolved.",Functional
"As a Staff member, I want to Send a Formal Response to Applicant, so that I can satisfy communication and records responsibilities.",Functional
"As a Staff member, I want to Track the Draft Proffers, so that I can preserve the history of draft proffer statements submitted by the Applicant.",Functional
"As a Staff member, I want to Manage Approved Proffers, so that I can ensure compliance with and satisfaction of the proffer in the future.",Functional
"As a Staff member, I want to Manage Ordinances, so that I can maintain accurate ordinance information in the System.",Functional
"As a Staff member, I want to Schedule a Meeting, so that I can bring the required parties together at a specific date/time to address an issue.",Functional
"As a staff member, I want to denote an application with a Final Action status. So that I can finish it.",Functional
"As a Planning Staff member, I want to Conduct and Track Plan Amendments and Planning Studies, so that I can record work in process, outcome, and location-based information related to the Plan(s).",Functional
"As a Planning Staff member, I want to Generate Planning-related Reports, so that I can access, analyze and/or export the needed information in the format I requested.",Functional
"As a Planning Staff member, I want to Evaluate Consistency with the Comprehensive Plan, so that I can complete my required review of a plan set and/or application.",Functional
"As a Staff member, I want to Perform a Staff Review, so that I can validate compliance of an application with the Zoning Ordinance and impact approval/denial of the application accordingly.",Functional
"As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.",Functional
"As a Zoning Staff member, I want to Issue the Zoning-Related Permits, so that I can satisfy an Applicant's request for service that has proven to be eligible and in compliance with the Zoning Ordinance.",Functional
"As a Staff member, I want to Develop a Staff Report, so that I can publish and distribute the report according to business rules.",Functional
"As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.",Functional
"As a Staff member, I want to Assign a Hearing Date, so that I can present the application to the appropriate governing body within the timelines dictated by the relevant County rules and procedures.",Functional
"As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing.",Functional
"As an Applicant, I want to Satisfy Hearing Requirements, so that I can ensure all pre-hearing requirements are satisfied in time for the hearing.",Functional
"As a Staff member, I want to Prepare for and Support Hearing Execution, so that I can ensure all pre-hearing requirements are satisfied and staff and Applicant are ready for the hearing.",Functional
"As a Staff member, I want to Capture a Hearing Decision, so that I can enforce the system.",Functional
"As a Staff member, I want to Process the Appeals, so that I can track the outcome and record the impact on the relevant records.",Functional
"As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.",Functional
"As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met",Functional
"As an Applicant, I want to Request a Plan Review Meeting, so that I can meet with the Plan Review Staff regarding the plan review.",Functional
"As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant and record the outcome, so that I can listen to it again.",Functional
"As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.",Functional
"As an Applicant, I want to Resubmit Plans, so that I can review revised plans.",Functional
"As a Plan Review Staff Member, I want to Review the Code Modifications submitted by the Applicant, so that I can review the request and if approved, associate it with the appropriate project.",Functional
"As a Plan Review Staff member, I want to Track the Completion of Required Plan Reviews, so that I can ensure all plan review tasks are completed, results have been sent to the Applicant and any downstream steps are initiated such has a final review or payment for permit issuance.",Functional
"As a Development Staff member, I want to Issue a Development-related Permit, so that I can grant the request to the Applicant to begin work",Functional
"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.",Functional
"As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.",Functional
"As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.",Functional
"As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project.",Functional
"As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection.",Functional
"As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work.",Functional
"As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.",Functional
"As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.",Functional
"As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.",Functional
"As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.",Functional
"As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.",Functional
"As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.",Functional
"As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.",Functional
"As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.",Functional
"As a Staff member, I want to Send or Post Citations and Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.",Functional
"As a user, I want to click on the address, so that it takes me to a new tab with Google Maps.",Usability
"As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account.",Usability
"As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider.",Functional
"As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours.",Usability
"As a user, I want to have a flexible pick up time, so that I can more conveniently use the website.",Usability
"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",Usability
"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",Functional
"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",Functional
"As a user, I want to be able to view a map display of the public recycling bins around my area.",Functional
"As a user, I want to be able to view a map display of the special waste drop off sites around my area.",Usability
"As a user, I want to be able to view the safe disposal events currently being organised around my area.",Functional
"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.",Usability
"As a user, I want to view user documentation for the website, so that I know how to use the web app.",Usability
"As a user, I want to get feedback when I enter an invalid zip code.",Usability
"As a user, I want to be able to create an acocunt, so that I can create my own profile.",Functional
"As an admin, I want to be able to add or remove recycling facilities' information, so that users get the most recent information.",Functional
"As an admin, I want to be able to read users' feedback and complaints, so that we can add more features and keep improving the service we provide to them.",Usability
"As a user, I want to be able to check transaction history and keep a record of it, so that I can go back when needed.",Functional
"As a user, I want to have a great UI and UX from the sites, so that I have a pleasant experience when navigating through them.",Usability
"As a user, I want to be able to access the site and do all the other stuffs on all of my electronic devices.",Portability
"As an admin, I want to be able to block specific users based on IP address, so that I can prevent spamming on the websites.",Security
"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",Reliability
"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",Security
"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",Security
"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",Usability
"As an employee from the HR department, I want to have access to the full information of all employees working for this business.",Security
"As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application.",Compatibility
"As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website.",Functional
"As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment.",Security
"As an admin, I want to handle all users' activities, so that I can manage more efficiently.",Maintainability
"As a company, I want to have a website that is easy to use, so that I can upload or delete stuff step by step.",Usability
"As an employee, I want to get quick notifications, so that I can process cases the first time.",Performance
"As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement.",Usability
"As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website.",Compatibility
"As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website.",Usability
"As a user, I want to view all locations of recycling centers on a map, so that I can check which routes to take to drop off waste.",Usability
"As a user, I want to upload my week's schedule, so that I can get recommendations for recycling centers that best fit my availability.",Functional
"As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.",Security
"As a user, I want to contact the administrators, so that I can give feedback or ask for help.",Usability
"As an admin, I want to add recycling center information, so that I can keep the database up-to-date over time.",Maintainability
"As an admin, I want to view user error logs, so that I can fix or review any issues that are being faced by users of the system.",Maintainability
"As an admin, I want to onboard recycling centers on the platform, so that I can increase information accuracy.",Functional
"As a superuser, I want to update the recycling center information, so that I can provide the latest information about the recycling center.",Functional
"As a superuser, I want to view users' stats, so that I can view in real-time how many users have visited my recycling center information and their recyclable waste.",Performance
"As a superuser, I want to reply to user questions, so that I can answer any questions about my recycling center.",Functional
"As an admin, I want to be able to have a dashboard that shows usage stats and locations, so that I can identify the neighbourhoods with the largest number of drop-offs and to try getting more facilities involved.",Functional
"As an admin, I want to be able to communicate directly with facilities, so that I can keep them updated about features we have on our website.",Functional
"As a recyclingfacility representative, I want to be able to update my information and the type of material I accept, so that I can avoid any miscommunication with users.",Functional
"As a recyclingfacility representative, I want to have access to user stats and schedules, so that I can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials.",Usability
"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",Maintainability
"As a Data Publishing User, I want to be able to edit a dataset I have published, So that I can correct or enhance existing data.",Maintainability
"As a Data Publishing User, I want to be able to edit the model of data I have already imported, So that I can fix bugs or make enhancements in the API built for my data.",Maintainability
"As a Data Publishing User, I want to be able to delete a dataset I have published, So that I can remove unwanted data from OpenSpending.",Functional
"As a Platform Administrator, I want to be able to Hide any dataset already added as Public, So that I can maintain Public/Hidden status for other users.",Security
"As a Platform Administrator, I want to have a view on all datasets published by all users, So that I can perform management actions on any dataset.",Functional
"As a Platform Administrator, I want to be able to delete any dataset published, So that I can deal with takedown requests, or clean up test datasets.",Security
"As a Data Publishing User, I want to be able to edit the data source of data I have already imported, So that I can fix bugs or make enhancements in the API built for my data.",Maintainability
"As a Data Publishing User, I want to have the Packager support Constants, So that I can model dimensions that may not exist in the source file.",Functional
"As a Data Publishing User, I want to be able to import data in Excel, So that I do not have to convert data formats in order to use the data packager.",Compatibility
"As a Data Publishing User, I want to know what my data needs to be able to be visualised on a map, So that I can visualise it on a map.",Usability
"As a Data Publishing User, I want to be able to import data in JSON, So that I do not have to convert data formats in order to use the data packager.",Compatibility
"As a Data Publishing User, I want to be able to import data from a Google Spreadsheet, So that I do not have to convert data formats in order to use the data packager.",Compatibility
"As a Data Publishing User, I want to be able to import data from Fiscal Data Package descriptor file, So that I do not have to convert data formats in order to use the data packager.",Compatibility
"As a Data Publishing User, I want to be able to provide the Platform Administrator with additional GeoJSON sources, So that I can improve the map-based visualisations of my data.",Functional
"As a Data Consuming User, I want to be able to filter, sort and aggregate data by multiple dimensions and measures, So that I can get more granular views on the data.",Functional
"As a Data Consuming User, I want to be able to download a CSV of the data that is used in any visualisation I am viewing, So that I can use the data in other tools.",Portability
"As a Data Consuming User, I want to be able to change the display of all monetary measures across a set of currencies, So that I can understand localised amounts in non-localised figures.",Usability
"As a Data Consuming User, I want to see textual descriptions that accompany embedded visualisations, So that I can more easily understand what I am viewing.",Usability
"As a Data Consuming User, I want to be able to share a view state as a URL to social networks, So that I can share data that I have found with others.",Functional
"As a Data Consuming User, I want to be able to download an image of a particular view state, So that I can use it offline.",Portability
"As a Data Consuming User, I want to be able to share an image of a particular view state to the social networks that support this, So that I can provide richer context in those communication channels for data I am sharing.",Functional
"As a Data Consuming User, I want to be able to have stepped zoom on map visualisations, So that I can have better control over the navigation experience inside a map view.",Usability
"As a Data Consuming User, I want to have consistent use of colour on map visualisations, So that I can better understand the visual logic of the map view.",Usability
"As a Developer, I want to be able to customise the Brand Name and Icon, and Primary Color of all frontend Javascript apps, So that I can customise the branding for my own needs.",Usability
"As an API User, I want to be able to understand if a user is a Publisher, So that I can offer functionality based on Dataset Publisher privileges.",Usability
"As an API User, I want to be able to understand if a user is an Administrator, So that I can offer functionality based on Platform Administration privileges.",Security
"As an API User, I want to be able to get bordering regions|cities when I query a region|city, So that I can provider wider visual context for mapping visualisations.",Functional
"As an API User, I want to be able to dynamically request polygons based on the query made, So that I can provide maps that match the query.",Functional
"As an API User, I want to have a flexible API using HASC codes for countries, regions and cities, So that I can visualise budget data on maps.",Functional
"As an API User, I want to be able to get a CSV output of any cube-based query, So that I can use work with tools that read CSV.",Compatibility
"As an API User, I want to be able to get a set of monetary measures transferred to different currencies, So that I can use this in scenarios that might enable comparison by normalisation.",Functional
"As an API User, I want to be able to use metadata to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",Functional
"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",Functional
"As an API User, I want to be able to normalise measures by population, So that I work with datasets in reference to their contextual constraints.",Functional
"As an API User, I want to be able to normalise measures by geographical area, So that I work with datasets in reference to their contextual constraints.",Functional
"As an API User, I want to be able to normalise measures by GDP, so I work with datasets in reference to their contextual constraints.",Functional
"As an API User, I want to be able to normalise measures by GINI and related socioeconomic indexes, So that I work with datasets in reference to their contextual constraints.",Functional
"As an API User, I want to be able to get a relative percentage of a measure to the total of the dataset it comes from, So that I can build alternative displays of the data.",Functional
"As an API User, I want to be able to persistently store visualisation state in the database, So that such can be shared more easily and contribute to a visualisation gallery.",Maintainability
"As a Data Publishing User, I want to have my dataset update automatically as the source file/files changes, So that OpenSpending always shows current data.",Performance
"As an OpenSpending Community Member, I want to have a blog that highlights any and all projects in the open fiscal space, So that I can relate to openspending.org as the central hub of fiscal openness.",Usability
"As a User, I want to be able to set my own username, So that my data is more easily discoverable.",Usability
"As a Data Publishing User, I want to be able to add a dataset in a Hidden state, So that I can work on a dataset before having it discoverable via OpenSpending user interfaces.",Security
"As a Data Publishing User, I want to be able to Hide a dataset that I have already added as Public, So that I can fix my mistakes or have a dataset primarily for my own use.",Security
"As a Data Publishing User, I want to have a view on all the datasets I have published, So that I can perform management actions on my own datasets.",Usability
"As a Data Publishing User, I want to have a functioning Python Client, So that I can add data to the datastore in bulk from the command line or my own programs.",Functional
"As an OpenSpending Community Member, I want to have an app where I can find examples of use of fiscal data visualisations, So that I can find guidance in creating my own with Open Spending.",Usability
"As a Data Publishing User, I want to know if my CSV file is valid, So that I can fix possible data issues before publishing it on Open Spending.",Maintainability
"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in.",Functional
"As a Data Consuming User, I want to visualize by default in treemap, bubble tree, map and pivot table the most recent year when my dataset contain multiple years, So that I'm not confused with the amounts.",Usability
"As an API user, I want to be able to change the colors of the embedded visualisations in my own platform, So that I can customize the visualisations.",Usability
"As an API user, I want to be able to change some of the styling of the embedded Viewer in my own platform, So that I can brand it to my own organisation's color scheme.",Usability
"As a Platform administrator, I want to be able to translate the data types hierarchies of the Viewer while in embed mode, So that my users can understand the interface in their native language.",Usability
"As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations.",Functional
"As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs.",Functional
"As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data.",Usability
"As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.",Functional
"As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data.",Maintainability
"As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it.",Maintainability
"As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a Researcher, I want to get a Data Package into Excel in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages.",Compatibility
"As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion.",Compatibility
"As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization.",Compatibility
"As a Developer, I want to do exploratory data analysis in R and operationalize that analysis in Python, so that I can use the best tool for the job.",Compatibility
"As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations.",Performance
"As a Developer, I want to get a Data Package into Julia in seconds, so that I can start using the data in doing analysis and visualizations.",Performance
"As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations.",Performance
"As a Machine Learning expert, I would like to package ML datasets as data packages, so that I can easily import them into my ML platform, so that I can start using the data in doing analysis.",Portability
"As a Developer, I want an Elasticsearch integration, so that I can integrate data-packaged data with pipelines that use Elasticsearch.",Compatibility
"As a Developer, I want an SPSS integration, so that I can integrate data-packaged data with pipelines that use SPSS.",Compatibility
"As a Developer, I want an EPrints integration, so that I can integrate data-packaged data with pipelines that use EPrints.",Compatibility
"As a Developer, I want a Mongo integration, so that I can integrate data-packaged data with pipelines that use Mongo.",Compatibility
"As a Developer, I want a DAT integration, so that I can integrate data-packaged data with pipelines that use DAT.",Compatibility
"As a ResearcherGovernment Publisher, I want to add general reference data to my narrow dataset, so that my dataset is more useful.",Usability
"As a ResearcherGovernment Publisher, I want to add general country names to my dataset that only contains country codes, so that my dataset is more readable.",Usability
"As a ResearcherGovernment Publisher, I want to add reference data on inflation to my spending dataset, so that the spending lines in my dataset is more understandable.",Usability
"As a ResearcherGovernment Publisher, I want to map lines in my dataset using geographic data in my dataset, so that my dataset is more engaging for non-technical users.",Usability
"As a Researcher, I want to be able to reference a remote-controlled vocabulary for my dataset, so that I can be sure that column of my dataset are valid against a single shard list of terms.",Usability
"As a developer, I want an DSpace integration, so that I can integrate data-packaged data with pipelines that use Dspace.",Compatibility
"As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather.",Compatibility
"As a Developer, I want HDF5 integration, so that I can integrate data-packaged data with pipelines that use HDF5.",Compatibility
